YEAR/MONTH,RAINFALL_KONKAN & GOA,RAINFALL_MADHYA MAHARASHTRA,RAINFALL_MARATHVADA,RAINFALL_VIDHARBA,RAINFALL_CHHATTISGARH
Aug-77,580.5,150.4,149.3,340.8,386.3
Sep-77,386.9,94.6,116.8,131.7,196.5
Oct-77,77,64.4,66.4,37.8,19.9
Nov-77,78.8,112.1,129.9,71.2,40.9
Dec-77,0.2,5.7,6.5,3.2,6.1
Jan-78,0,0.7,5.7,13.3,4.1
Feb-78,0,10.8,18.8,24.4,13.7
Mar-78,0,4.6,9.6,18.6,18.9
Apr-78,8.3,22.2,12,10.1,12.8
May-78,86.6,33.1,19.1,1.9,3.7
Jun-78,946.2,174.2,212.4,228,257
Jul-78,907.2,179.6,215,399.3,377.7
Aug-78,575.4,211.8,105.3,430,470.8
Sep-78,243,124.1,80.6,46.2,176
Oct-78,67.2,57,70.5,16.4,11.5
Nov-78,48.8,63.5,34.6,20.7,11.9
Dec-78,2.8,2.1,1.2,40.5,12.2
Jan-79,0,3.5,3.4,30.4,20.7
Feb-79,0.7,1.8,11.8,59.7,24.7
Mar-79,0.1,5.3,5.6,1.7,0.6
Apr-79,0,1,1.4,0.5,4.4
May-79,0.3,7.1,18.1,12.9,4.4
Jun-79,653.1,129.7,125.5,245.6,176.3
Jul-79,797.2,194.5,163.1,218.2,209.8
Aug-79,687.2,299,132.9,323.2,267.2
Sep-79,266.5,249.9,236.5,143.3,155.5
Oct-79,26.8,46,17.7,6.3,26.1
Nov-79,77.3,88.4,90.6,34.9,11.3
Dec-79,0,0.5,0.8,10.6,3.6
Jan-80,0,0,0.1,15.3,5.3
Feb-80,0,0,0,3.2,2.3
Mar-80,0,1.5,4.7,1,7.9
Apr-80,3.5,16.1,4.6,2.9,7.2
May-80,2.9,8.6,2.3,0.5,15.5
Jun-80,877.7,279.2,223,253.6,273
Jul-80,749.9,197.4,114.4,246.3,426.6
Aug-80,851.8,286.6,325.1,361.8,362.2
Sep-80,166.4,89.2,113.6,131.4,369.4
Oct-80,20.7,14.7,1.1,2,21.4
Nov-80,26.1,29.8,3.6,0.4,0
Dec-80,25.2,16.4,20.3,24.1,4.6
Jan-81,0.6,10.5,27.3,20.2,20.7
Feb-81,0,0,0.7,0.9,1.6
Mar-81,0,3.7,11,25.4,20.7
Apr-81,0.1,6.8,1.6,3.6,4
May-81,4.2,7.7,12.7,12.6,15.6
Jun-81,773.9,135.9,100.5,173.1,127.5
Jul-81,1073,248.9,122.3,302.5,356.2
Aug-81,708.6,188.6,127.3,352.6,409.1
Sep-81,480.6,253.7,285.1,294.5,237.2
Oct-81,59.1,56.8,68.7,17.6,20.7
Nov-81,24.5,11,11.2,1.8,0.9
Dec-81,0.1,6.2,18.3,13.8,2.2
Jan-82,0,2.1,10,45.7,27.2
Feb-82,0,0.2,0.6,10.6,18.9
Mar-82,0,0.2,5.1,6,22.5
Apr-82,0,6.3,7.8,5.2,11.5
May-82,14.5,33.8,15.9,15.3,25
Jun-82,558.4,114.6,99.6,100.6,133.5
Jul-82,987.1,187.7,170.1,256.4,251.8
Aug-82,810.8,186.6,84.8,206.8,501.1
Sep-82,216.3,119.5,172,144.2,119.1
Oct-82,42.1,55.2,43.6,49.2,75.2
Nov-82,69.6,45.8,27,16.1,10.9
Dec-82,0,0,0,0,0.6
Jan-83,0,0.1,0,1.6,0.3
Feb-83,0,1.4,0,7.4,24.9
Mar-83,0,0,0.3,1.9,1.5
Apr-83,0.3,0,0.3,1.5,20.4
May-83,0.4,2.8,6,6.7,28.4
Jun-83,655.3,125.3,96.8,156.4,155.7
Jul-83,1073.2,218.1,231.9,327.9,324.2
Aug-83,1331.2,259.4,315.4,376.7,417.6
Sep-83,638.8,263,422.3,289.8,330.9
Oct-83,102.4,43.2,106.8,58.4,58.2
Nov-83,9.7,2.5,1,0,0.6
Dec-83,3.2,2.8,6.9,12.2,9.4
Jan-84,0,0.6,3.1,26.9,35.3
Feb-84,0.2,11.2,9.5,18.6,12.4
Mar-84,0.1,3.7,0.4,0.4,0.1
Apr-84,0.9,4.6,0.8,3.2,24.9
May-84,0.3,0.6,0,0.4,15.5
Jun-84,728,109.6,75.7,105.6,291.6
Jul-84,1090.5,260.8,168.5,258.6,322
Aug-84,421.4,140,59.8,271,400.2
Sep-84,220.5,133.2,120.1,48.7,99.8
Oct-84,118.7,109.1,106.2,76.6,52.7
Nov-84,2.9,4.7,5.4,0,0.2
Dec-84,0.3,1.7,3.3,0.6,0
Jan-85,0,2.6,7.1,22.5,33.2
Feb-85,0,0.2,0,1.1,9.4
Mar-85,0,2.3,6.2,1,0.4
Apr-85,0.4,9.1,10.5,7.3,8.7
May-85,23.3,12.3,7.6,9.7,11.9
Jun-85,1000,118.7,160.8,196.8,137.2
Jul-85,921.3,189.5,148.9,271.7,398.9
Aug-85,663.1,145.1,63.9,181.9,346
Sep-85,153.1,63.5,82.3,61.9,214.6
Oct-85,204.8,107.3,86,120.4,77.2
Nov-85,2.5,5.4,0.7,0,0
Dec-85,0,0,1.5,2.6,0
Jan-86,0,1.6,9.6,11.7,23.3
Feb-86,0,2.7,9.6,40.5,45.7
Mar-86,0,0.3,1.3,6.4,10
Apr-86,0.1,2.4,2.7,4.2,11.5
May-86,1,8.6,7.3,6.5,8.7
Jun-86,777.2,200.8,132.3,232.8,361.9
Jul-86,543.2,126.1,140.2,353.4,367.9
Aug-86,670.9,157.9,127.1,382.2,321
Sep-86,65,101,104,61.2,98.7
Oct-86,15.6,8.9,6.6,12.7,61.9
Nov-86,53.6,19.4,10.1,17.2,33.9
Dec-86,1,14.6,12.1,28.3,24.1
Jan-87,0,1.7,7.9,24.3,9.2
Feb-87,0,3.9,3.6,6.1,9.3
Mar-87,0,2.5,0.8,7.5,7.9
Apr-87,0.6,4,2,0.7,2.4
May-87,9,36.6,20.9,9.8,22.1
Jun-87,612,130.3,155.1,117,81
Jul-87,832.2,166.7,132,204.7,409.9
Aug-87,835.6,226.9,220.2,283.7,264.8
Sep-87,149.3,63.5,46.1,37.7,214
Oct-87,166.8,98.8,145.7,72.1,82.5
Nov-87,20.2,38,41.1,55.4,37.5
Dec-87,9.3,34.6,10.8,3.6,2.2
Jan-88,0,0,0,0.7,0.7
Feb-88,0,0.1,0,7.9,25.1
Mar-88,0,0.1,0.2,3.8,6.2
Apr-88,4.3,18.8,7.2,12.5,22.7
May-88,1.3,7.6,4.2,4.2,8.8
Jun-88,506.1,111,169.7,186.8,219.7
Jul-88,1432.1,314.1,301.6,485,375
Aug-88,664.4,165.7,245.4,286.6,351.1
Sep-88,617.9,324.8,411.9,230.1,167.8
Oct-88,66.9,27.5,18.5,86.4,28.7
Nov-88,0,1.9,7.7,4.3,0.4
Dec-88,0,4.9,3.5,0.3,0.1
Jan-89,0,0,0,0,0.1
Feb-89,0,0,0,0,0
Mar-89,0.6,16.3,42.3,23.6,10.5
Apr-89,1,3.3,2.8,0.1,1
May-89,4,11.8,6.4,2,8.9
Jun-89,733.1,153.5,237.9,236.5,226.8
Jul-89,943,271.9,336.2,240.6,372.1
Aug-89,704.9,152.1,245.7,330.1,353.7
Sep-89,300.5,181.6,170,118,173.9
Oct-89,80.7,22.9,17.6,15.2,10.4
Nov-89,3.6,1.4,0.5,1.6,5.2
Dec-89,0,1.7,9,30.1,24.6
Jan-90,0,2.6,2.9,3.5,0.5
Feb-90,0,0.2,0,6.8,18.5
Mar-90,0.1,0,0,8.6,9.2
Apr-90,0,0.2,0,3.9,7.4
May-90,193.9,78.2,142.1,71.3,122.3
Jun-90,802.1,150.5,221,303.2,293.6
Jul-90,873.7,227.3,131,326.3,393.9
Aug-90,1164.2,294.6,365.9,507.3,375.9
Sep-90,323.2,94.9,104.2,121.5,268.2
Oct-90,190,154.9,223.1,143.7,143.6
Nov-90,20.8,17.2,5,1.6,9.4
Dec-90,0,1.9,2.9,7.1,1.4
Jan-91,0,0,0.3,6.3,10.6
Feb-91,0,0.1,0.4,1.6,1.6
Mar-91,0,0.3,0.4,4.6,9.2
Apr-91,6.4,12.2,9.8,4.7,3.7
May-91,14.7,19.2,9.4,3,4.7
Jun-91,759.2,293.8,250.1,168.9,143.8
Jul-91,1461.4,318.1,222.4,348,446.2
Aug-91,598.8,143.9,49.7,255.4,411.2
Sep-91,92.7,67.3,38.5,23,135.1
Oct-91,20.3,21,9.1,9.6,37.9
Nov-91,0.8,4.7,10.9,12.1,9.3
Dec-91,0.3,0.1,0,1.5,7.6
Jan-92,0,0,0,0.2,0.1
Feb-92,0,0,0,0.5,0.3
Mar-92,0,0,0,0.4,0.5
Apr-92,0,2.1,3.5,2.9,1.9
May-92,6.2,5.1,6.7,5.7,5.4
Jun-92,493,146.9,217.9,167.9,137.1
Jul-92,822.9,190.6,79.4,241.3,401.3
Aug-92,1093.1,248.6,203,565.5,419.1
Sep-92,343.4,132.1,140.4,116.1,180
Oct-92,79,55.6,52.2,35.9,7.9
Nov-92,2.8,10.1,23.5,12.4,3
Dec-92,0,0,0,0,0
Jan-93,0,0,0,0.5,0
Feb-93,0,0.1,1,3.6,5.3
Mar-93,0.6,3,5.6,17.9,7.1
Apr-93,0.1,5.7,1.7,2.8,4.7
May-93,11.4,11.5,9.1,5,10
Jun-93,587.7,147.6,87.5,145.8,167.2
Jul-93,1394.1,289.2,216.3,365.6,351
Aug-93,648.7,162.4,166.2,222,299.5
Sep-93,597.2,162.6,121.8,171.3,298.6
Oct-93,227.6,192.8,136.3,77.7,60.1
Nov-93,9.4,10.7,5.8,0.5,1.9
Dec-93,4,34.3,55.1,10.4,0
Jan-94,1.3,3.1,3.2,10,3.5
Feb-94,0,0.1,0.1,9.8,8.4
Mar-94,0,0.6,0,0.1,0
Apr-94,12.5,21.8,14.9,9.6,5.2
May-94,11.7,23.8,14.3,2.2,9.1
Jun-94,784.8,253.2,110.6,228.6,413.4
Jul-94,1168.5,332.9,117.1,508.2,575.7
Aug-94,654.4,188.4,162.8,343.3,447.7
Sep-94,406.5,118.9,63.4,225.4,212
Oct-94,137.9,66.2,64.3,83.3,76.9
Nov-94,2.2,12.6,32.9,6.2,2.7
Dec-94,0,0,0,0.4,0
Jan-95,3.5,20,46.9,49.8,43.5
Feb-95,0,0.2,0.2,5.5,2.6
Mar-95,0,5.4,23.6,45.4,24
Apr-95,3.3,6.7,11.4,8.8,5.2
May-95,15.3,24,17.6,8,24.9
Jun-95,345.9,63.6,135.5,156.1,119.5
Jul-95,1171.2,253.1,186,335.8,478.3
Aug-95,606.5,82.7,96,165.9,356
Sep-95,419.5,194.3,137.9,201.3,137.7
Oct-95,196.5,121.5,153.2,100.5,69.6
Nov-95,4.4,4.9,1.2,0.1,11.2
Dec-95,0,0,0,0.3,8.2
Jan-96,0.1,0.1,0.1,2.2,11.1
Feb-96,0,0,0,3.7,5.6
Mar-96,0,0.1,0.3,3.6,3.6
Apr-96,0.6,4.1,10.6,9.3,4.8
May-96,1.4,5.7,1.6,0.7,2.2
Jun-96,535.7,162.3,55.8,64.4,195.2
Jul-96,1232,281,186.6,266,352.4
Aug-96,594.6,184.1,246.4,261.1,429.4
Sep-96,308.4,161.4,229.8,149.8,156.8
Oct-96,245.9,171.3,118.9,92.2,25
Nov-96,1.2,4.8,4.4,1.9,0.8
Dec-96,0.9,0.4,0.4,0,0.2
Jan-97,2.6,3.3,7.7,16.3,6.3
Feb-97,0,0,1.1,0,0.1
Mar-97,0.8,2.4,8.3,2.5,2.2
Apr-97,1.8,15.3,14.3,18.4,45.7
May-97,0.2,6.5,8,8.4,7.2
Jun-97,757.9,180.2,75.8,108,153.8
Jul-97,1072.6,239.9,131,248.4,384.6
Aug-97,847.6,295.5,121.1,265.8,414.7
Sep-97,215.2,91.7,163.4,145.7,167.5
Oct-97,21.8,57.7,106.8,77.4,30.2
Nov-97,47.1,68.8,98.6,69.9,51.4
Dec-97,59.6,39.6,54.3,78.5,53.5
Jan-98,0,0.2,0.1,12.8,64.9
Feb-98,0,0,0.3,14.7,11.2
Mar-98,0,0.6,3.4,16.2,27.3
Apr-98,0,2.5,1.7,8.3,11.9
May-98,9.7,18.4,8.7,10.6,16.4
Jun-98,671.3,147.1,189.8,127.5,156.2
Jul-98,909.1,264.1,255.1,274,356
Aug-98,758.3,226.4,249.9,234.2,259.6
Sep-98,561.8,257.2,235.8,247.4,288.3
Oct-98,280,162.5,150.3,53.9,93.1
Nov-98,44.3,22.1,31.6,62.2,47.8
Dec-98,0.1,0,0,0,0
Jan-99,0,0,0,0.2,0
Feb-99,0,6.7,6,20.9,3.1
Mar-99,0,0,0.1,0.2,0.1
Apr-99,0,0.1,0,0,0
May-99,67.1,39.2,17.9,33.3,31.5
Jun-99,978.7,225.3,141.5,228.8,222.5
Jul-99,1105.1,262.5,133.3,234,310
Aug-99,283.7,85.4,133.4,294.1,408.7
Sep-99,297.1,169,215.4,248,253.7
Oct-99,179.7,177.6,119.9,105.5,91.2
Nov-99,0.7,0,0,0,1.3
Dec-99,0,0,0,0,0.6
Jan-00,1.2,0.4,0.4,0.1,2.6
Feb-00,0,1.1,3.8,16.4,0
Mar-00,0,0.2,0.5,0.1,0.6
Apr-00,0.9,1.7,0.4,0.1,1.5
May-00,190.3,18.5,16.3,28.8,9.3
Jun-00,739.4,173,188.3,235.9,180.7
Jul-00,1200.4,198.7,157.3,472.1,322.4
Aug-00,789.5,159.6,239.5,286.2,215.6
Sep-00,111.9,87,44.8,54,169.1
Oct-00,91.8,56.5,30.8,11,4.3
Nov-00,1.6,2.7,0.7,0,0.2
Dec-00,6.2,2.1,1.7,0.5,0.1
Jan-01,5.6,4.4,4.8,8.9,0.8
Feb-01,0,0,0.5,0.1,0.3
Mar-01,0,0.3,0.5,15.2,14.6
Apr-01,2.8,4.7,9.9,18.3,17.6
May-01,59.6,8.4,0.7,7.9,16.6
Jun-01,540.1,157.9,148.7,338.6,339.4
Jul-01,873.4,179.3,56.7,202,630.6
Aug-01,611.3,160.9,255.8,359.8,380.3
Sep-01,207.9,137.3,83.5,37.4,108.4
Oct-01,91.6,125.5,170.5,129.2,86.9
Nov-01,3.1,5.7,0.8,4.7,4.6
Dec-01,0,0.5,0,0,0
Jan-02,0,1.7,5.5,2.4,41.5
Feb-02,0,3.1,4.1,4,4.9
Mar-02,0.1,1,0.7,1.1,12.2
Apr-02,2.8,13,6.1,2.9,3.3
May-02,9.4,14.4,8.5,8.2,32.1
Jun-02,942,251.9,241.8,301.1,196.3
Jul-02,452.8,95.6,58.2,88.1,138.4
Aug-02,834.5,221.5,223.6,352.5,352.4
Sep-02,217.1,95.8,122.4,128.6,122.3
Oct-02,75.3,36.3,46.4,35.2,57.8
Nov-02,3,5.9,4.8,1.9,13.3
Dec-02,0.3,0,0,0.1,15.9
Jan-03,0.5,0.8,2.1,0,3.7
Feb-03,0.6,2.2,1.3,4.4,17.7
Mar-03,0.8,1.5,2.3,3.6,12.1
Apr-03,1.2,5.7,4.9,2.7,2.6
May-03,11.2,15.1,28.5,3,0.7
Jun-03,865.3,210.8,117.6,140.2,128.7
Jul-03,1013.9,208.7,255.9,401,446.6
Aug-03,593.7,178.4,183.9,280.9,519.7
Sep-03,298.7,116.2,95.7,138,384.1
Oct-03,54.4,29.5,22.1,42.6,157.6
Nov-03,1.9,3.5,4.9,0.8,5.8
Dec-03,0,0.1,0.8,1.3,14.9
Jan-04,0,0.1,1.2,10.3,37.8
Feb-04,0,0.1,0.4,5.5,16.7
Mar-04,0,0,5.5,0.6,3.1
Apr-04,10.4,4.7,1.9,3.5,21.2
May-04,46.9,49,30.4,12.2,6.8
Jun-04,678.6,215.9,100,137.9,213.1
Jul-04,902.3,174.2,201.7,217.7,323.1
Aug-04,1011.5,354.1,75,223.1,351.7
Sep-04,293.3,181.2,177.2,86.3,126.5
Oct-04,32.9,42.1,58.1,27.7,43.9
Nov-04,10.2,8,27.2,6.9,0.7
Dec-04,0,0.1,0,0.2,0.1
Jan-05,1.3,3.6,13.2,74.9,57.6
Feb-05,0.1,0.4,0.7,7,15.6
Mar-05,1.9,1.6,11.6,7.2,6.1
Apr-05,4,11.1,1.6,1.9,6.5
May-05,9.8,7.8,2.1,2.6,16.4
Jun-05,730.2,240.5,59.7,144.4,197
Jul-05,1340.9,361.2,413.5,393.2,393.8
Aug-05,772.2,256.1,124.1,249.2,267.7
Sep-05,678.8,276.4,213.5,246.8,240.5
Oct-05,76.5,62.7,100.5,87.2,83.5
Nov-05,0,0,0,0,1.6
Dec-05,0.1,0,0,0.2,1
Jan-06,0,0,0,0,2.7
Feb-06,0,0,0,0,0
Mar-06,9.9,7.1,30.7,50.6,26.2
Apr-06,0,0.2,1.6,16.2,17.2
May-06,211.8,42.3,26.7,20.9,23.5
Jun-06,683.1,205.3,134.7,115,92.2
Jul-06,1066.2,416.4,116.2,360.8,495.1
Aug-06,886.4,421.7,301.3,421.4,447.2
Sep-06,399.9,217,209.4,175.8,184.6
Oct-06,202.4,60.1,47.7,43.7,13.3
Nov-06,22.5,25.5,4.6,11.1,15.1
Dec-06,0,0,0,0,0.7
Jan-07,0,1.3,0,0.1,0
Feb-07,0,0.4,0,1.3,15.7
Mar-07,0.1,0,0.1,1.4,6.2
Apr-07,3.3,2.1,0.7,3.2,11.4
May-07,33.4,5.5,10,1.2,10.4
Jun-07,939.3,266.9,185.4,256.7,259.4
Jul-07,841.3,293.5,123.1,349.1,309.9
Aug-07,980.2,274.2,146.2,282.4,338.8
Sep-07,609,189.2,240.7,241.8,259.1
Oct-07,45.6,3.4,0.9,27.3,67.8
Nov-07,16,3.9,7.5,2.5,2
Dec-07,0.1,0,0,0,0.5
Jan-08,0,0,0.1,0.2,6.7
Feb-08,0.1,0,0.1,1.9,9.7
Mar-08,31.5,18.1,14.6,19.2,22.2
Apr-08,0.3,0.6,3.7,2.8,11.2
May-08,11.1,1.1,1.8,2.9,9.5
Jun-08,798.5,107.9,66.7,137.9,236.4
Jul-08,766.6,157.9,106.5,261.5,280.5
Aug-08,833.1,257.6,150.8,254,305.1
Sep-08,551.2,312.4,267.8,160.8,215.4
Oct-08,57.3,56.6,33.8,22.4,10.7
Nov-08,0.9,3.7,0.3,2.9,1.2
Dec-08,2.4,0.9,0.1,0.1,0
Jan-09,0,0,0,0.1,1.2
Feb-09,0,1.7,0,0,0
Mar-09,0.3,0.8,0.6,0.9,2.3
Apr-09,0.1,0.4,0.8,2.4,1.9
May-09,5.6,7.7,7,5.9,11.2
Jun-09,330.6,68.9,63.1,78.1,45.3
Jul-09,1271.2,329.8,139.2,310.8,455
Aug-09,292.9,148.2,167.6,175.4,247.1
Sep-09,387.5,162.6,159.9,90.3,104.7
Oct-09,307.4,96.2,59,41.9,43.6
Nov-09,121,121.3,63.3,63.8,42.5
Dec-09,0,4.3,8.4,1.2,1.9
Jan-10,2.7,2.9,4.3,14,7.9
Feb-10,0,0.1,5.8,1.9,4.9
Mar-10,0,0.9,3.9,7.5,1
Apr-10,1.5,2.3,0.7,0.3,5.9
May-10,8.2,5.4,4.6,1.9,12.6
Jun-10,680.8,185.6,119.7,144.8,102.6
Jul-10,1405.3,280.9,329.5,454.5,426.8
Aug-10,850,233.2,291.4,384,340.3
Sep-10,531.3,165.6,157.3,238,302.5
Oct-10,190.2,77.1,57.7,51,54.3
Nov-10,106.7,73.4,36.8,37,20.2
Dec-10,1.4,0.2,0,3.2,27.6
Jan-11,0,0,0,0,0.3
Feb-11,0,0.3,3.8,1.2,11.5
Mar-11,0,0.3,0.7,0.1,2.6
Apr-11,3.4,5,3.5,7.7,35
May-11,1.1,2.9,3.1,0.6,16.8
Jun-11,857,133.3,79.2,137.9,183.5
Jul-11,1384.1,261.4,230.1,247.1,272.6
Aug-11,987.9,238.1,228.5,302.8,379.8
Sep-11,468.3,148.4,90,191,382.2
Oct-11,120.3,62.8,24.8,4.7,15.5
Nov-11,3.1,0,0,0,0
Dec-11,0,0,0,0,2.8
Jan-12,0,0,0,3.1,36.6
Feb-12,0,0,0,0.1,4.8
Mar-12,0,0,0,0,1.1
Apr-12,0.6,3,0.6,0.6,14.9
May-12,1.1,1.4,2.3,0.2,9.4
Jun-12,633,67.9,72.2,125.5,147.3
Jul-12,928.5,203,161.1,370.5,430.6
Aug-12,762.5,187.8,101.4,316.2,442.2
Sep-12,515.3,129.5,120,249.4,245.3
Oct-12,175.1,95.2,68.8,34.9,19.8
Nov-12,2.3,2.2,0.3,7.3,20.4
Dec-12,0,0,0,0,5
Jan-13,1.8,0.1,1.5,6.6,2.8
Feb-13,5.4,5.3,9.4,13,19.7
Mar-13,0.1,0.8,2.6,3.8,4.9
Apr-13,0.1,5.7,7.9,2.8,45.8
May-13,18.5,6,6.4,0.5,5.7
Jun-13,1028.3,212.4,160.9,366.7,263.6
Jul-13,1478.5,311.8,293.4,535.5,418.8
Aug-13,497.6,147,136.9,326.1,336.6
Sep-13,340.7,210.3,154.1,131.7,140.9
Oct-13,149.3,57.8,94.3,133.5,180.9
Nov-13,2.1,4,7.4,0,0.3
Dec-13,1.5,1.3,13.1,0,0
Jan-14,1.3,3.1,1.4,1.2,2.3
Feb-14,5.3,6.2,13.4,18.3,29
Mar-14,1.8,24.4,79,49.6,21.4
Apr-14,0.7,7.5,11.9,2.6,17.3
May-14,21.3,29.8,7,4,25
Jun-14,238.2,44,30.4,63.3,104.9
Jul-14,1293.2,277.9,105,337.6,416.7
Aug-14,658,240.3,178.9,191.7,327.7
Sep-14,419.5,120.4,84.5,224.9,252.7
Oct-14,98.7,38.5,14.2,17.3,77.9
Nov-14,8,32.8,19.9,6.2,2.6
Dec-14,11.7,13.1,3.3,2.3,1.1
Jan-15,2.7,1.4,10.1,26.3,15.8
Feb-15,0,0.8,1.6,4.7,1.2
Mar-15,36.8,41.2,32,66.3,21.2
Apr-15,3.6,9.6,39.6,28.1,37
May-15,11.3,24.4,12.3,12.8,13
Jun-15,764,177,118.3,254.6,257.6
Jul-15,526.5,111.7,27.4,137.2,248.6
Aug-15,377.3,67.2,112.2,288.9,286.6
Sep-15,240.9,146.6,154.3,167.5,216.9
Oct-15,91.4,48.3,19.5,7,17.7
Nov-15,27.3,16.2,4.8,0,0.6
Dec-15,0,0.1,0,0.2,1.5
